GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
310M100US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",80355,1300,39383,904,92.5,0.6,39574,943,0.6,0.2,27500,9468,1.1,0.2,31146,6413,0.9,0.2,47813,22950,0.1,0.1,46422,64399,1.8,0.4,36170,6645,3.0,0.4,36250,7858,9.3,0.6,35625,4655,86.4,0.7,39857,973,2.8,0.4,32088,5671,20.7,0.8,45133,3020,40.3,0.8,43544,1576,36.2,0.7,34168,1041,52562,1293,46594,1300,30.0,1.2,40736,2776,70.0,1.2,48733,1691,78.4,1.4,52545,1170,15.1,1.1,23742,3138,6.5,0.9,34730,4175,27793,1322,24321,1409,49.9,1.8,21034,1332,40.7,1.9,18755,1047,9.2,1.3,41759,2527,50.1,1.8,28914,2538,38.4,2.0,25816,2052,11.7,1.8,39446,4208,26.6,(X),(X),(X),27.9,(X),(X),(X),22.3,(X),(X),(X)
310M100US29460,29460,"Lakeland-Winter Haven, FL Metro Area",222081,1856,43606,713,82.6,0.4,45665,874,12.9,0.3,32762,1664,0.3,0.1,50250,8961,1.2,0.1,60412,15389,0.0,0.1,52500,43515,1.8,0.2,36734,2377,1.1,0.2,39132,4889,13.0,0.3,39139,1920,72.1,0.4,46959,891,3.5,0.3,25819,2356,29.3,0.5,48197,1508,37.5,0.5,51087,953,29.7,0.3,35024,811,154647,1974,51239,721,39.4,0.7,45290,1670,60.6,0.7,53745,852,74.4,0.7,59076,1045,19.5,0.6,27896,1572,6.2,0.4,35977,2493,67434,1766,26808,625,55.0,1.2,23780,905,47.9,1.3,21312,858,7.1,0.7,50543,4367,45.0,1.2,31444,1126,34.7,1.3,27007,1249,10.3,0.9,46515,2921,32.3,(X),(X),(X),32.5,(X),(X),(X),29.3,(X),(X),(X)
310M100US29540,29540,"Lancaster, PA Metro Area",193306,813,56172,790,92.3,0.3,57865,707,3.1,0.2,32998,4207,0.1,0.1,26674,5023,1.4,0.1,64896,9615,0.0,0.1,62750,32676,2.0,0.2,30735,5466,1.0,0.2,38785,10073,6.6,0.2,32932,2846,88.3,0.3,58908,711,4.0,0.3,33799,2267,32.1,0.3,60840,1294,39.7,0.3,69735,1223,24.2,0.3,36747,959,136556,1406,67016,830,42.3,0.5,66669,1315,57.7,0.5,67302,1238,82.1,0.8,74148,991,12.7,0.6,31897,2251,5.3,0.5,45956,2846,56750,1253,31260,804,55.6,1.3,26336,1024,47.7,1.3,23370,967,7.9,0.8,57924,4258,44.4,1.3,37532,1613,34.6,1.3,33889,1465,9.8,1.0,59237,4329,27.1,(X),(X),(X),27.2,(X),(X),(X),25.6,(X),(X),(X)
310M100US29620,29620,"Lansing-East Lansing, MI Metro Area",180387,1077,50185,625,85.1,0.4,52915,687,8.5,0.3,33475,2124,0.3,0.1,34583,13197,2.9,0.2,37529,5453,0.0,0.1,86250,101272,1.2,0.2,43213,3999,2.0,0.2,30645,4662,4.5,0.2,40746,3107,82.2,0.3,53375,674,8.2,0.3,17066,1152,32.8,0.4,52334,1206,39.4,0.4,65040,1088,19.6,0.3,39015,1094,110653,1100,65237,874,44.5,0.6,61065,1882,55.5,0.6,67573,1094,75.7,0.8,76918,1065,18.4,0.7,28500,1589,6.0,0.5,42424,3050,69734,1125,30184,895,54.7,1.0,27654,1047,43.6,1.0,26056,975,11.1,0.7,36800,3419,45.3,1.0,33007,1532,34.1,1.0,31594,1104,11.2,0.8,39840,3492,24.0,(X),(X),(X),23.5,(X),(X),(X),23.8,(X),(X),(X)
310M100US29700,29700,"Laredo, TX Metro Area",67003,683,38421,1021,93.0,0.6,38328,1033,0.2,0.1,31146,22264,0.3,0.2,31250,23083,0.8,0.1,102440,37586,0.0,0.1,"2,500-",***,4.9,0.5,35926,5587,0.9,0.3,50846,17737,94.5,0.3,37402,1120,4.6,0.3,55125,5949,4.2,0.6,19803,3331,43.6,0.8,40295,1720,36.3,0.8,44637,1913,15.9,0.5,23922,1463,55288,891,40366,1213,57.5,1.1,37819,1826,42.5,1.1,43909,1669,65.2,1.5,51968,1681,27.8,1.4,24538,1445,7.0,0.8,30276,3665,11715,710,20111,2506,47.5,3.2,14720,1337,40.6,3.3,13599,888,6.9,2.0,31964,7317,52.5,3.2,27992,6518,42.0,3.5,22420,4991,10.6,2.1,49516,25618,24.7,(X),(X),(X),25.8,(X),(X),(X),15.9,(X),(X),(X)
310M100US29740,29740,"Las Cruces, NM Metro Area",73183,748,38462,1294,90.2,0.6,39068,1448,1.5,0.3,31722,6110,1.0,0.2,33673,5141,1.0,0.2,58750,19585,0.0,0.1,30313,7557,4.6,0.5,31144,3651,1.6,0.3,38143,11134,57.2,0.6,30760,1042,38.8,0.6,53371,1968,7.6,0.7,17094,2196,32.8,0.8,39355,2470,37.2,0.7,47721,1825,22.4,0.5,35732,2628,51238,871,45112,1620,45.9,1.5,36554,2089,54.1,1.5,52274,2148,69.7,1.6,56862,1595,23.5,1.4,23375,1803,6.8,0.8,30225,6680,21945,900,24594,1400,52.1,1.9,21261,1625,43.9,1.8,19839,1463,8.2,1.4,32328,5752,47.9,1.9,30233,2708,35.5,2.1,27108,3194,12.5,1.7,33395,3036,19.2,(X),(X),(X),19.8,(X),(X),(X),16.8,(X),(X),(X)
310M100US29820,29820,"Las Vegas-Paradise, NV Metro Area",706037,3858,54218,425,72.8,0.3,56577,593,10.7,0.2,40959,1283,0.6,0.1,52653,5020,7.8,0.2,62207,2361,0.6,0.1,52757,4602,4.9,0.2,45744,1533,2.6,0.2,52151,3158,20.8,0.2,44719,834,57.8,0.3,60902,630,4.3,0.2,34463,1936,39.5,0.3,57185,916,37.5,0.2,61573,805,18.8,0.2,40913,722,459203,3500,62370,699,48.3,0.5,55766,1065,51.7,0.5,67570,757,69.1,0.5,73932,931,20.9,0.5,36695,872,10.1,0.3,47499,1329,246834,2744,37799,753,46.3,0.6,32976,841,36.7,0.6,28557,763,9.5,0.5,63150,2759,53.7,0.6,42117,788,39.4,0.7,35145,946,14.3,0.5,64689,2302,30.7,(X),(X),(X),31.2,(X),(X),(X),27.8,(X),(X),(X)
310M100US29940,29940,"Lawrence, KS Metro Area",43422,549,48395,1781,88.7,0.7,49980,1965,3.8,0.5,34492,10598,1.4,0.3,49732,14957,2.9,0.4,30255,13270,0.0,0.1,"2,500-",***,0.7,0.3,38225,5221,2.5,0.5,35938,9339,3.9,0.5,35090,4290,85.8,0.8,51154,1964,16.6,1.0,16036,1916,37.2,0.8,52399,2326,31.2,0.7,68140,4226,15.0,0.6,41445,3776,23552,518,69639,1995,45.4,1.6,67749,3854,54.6,1.6,71629,2974,75.9,2.1,83160,3752,16.7,1.8,32150,3295,7.4,1.3,43646,13719,19870,611,28378,1955,50.9,2.0,25231,1950,33.9,1.9,23388,1707,17.0,2.0,36221,7868,49.1,2.0,32404,3260,29.0,1.9,30467,3260,20.1,2.0,39432,5596,20.9,(X),(X),(X),19.4,(X),(X),(X),21.9,(X),(X),(X)
310M100US30020,30020,"Lawton, OK Metro Area",44317,603,46320,1600,69.7,1.1,49737,2278,16.2,0.8,40785,3852,4.8,0.5,37944,3275,2.4,0.4,37941,16723,0.4,0.1,66250,34846,1.9,0.4,58381,8325,4.6,0.7,37487,6519,8.7,0.6,43917,2545,64.5,1.1,50224,2167,7.3,0.7,28277,3765,37.9,0.9,46831,2470,35.8,0.7,56718,3103,19.0,0.6,39464,3463,29665,657,54458,1898,48.7,1.5,44020,1618,51.3,1.5,61927,2077,69.3,1.7,64956,1900,22.9,1.6,25756,2091,7.7,1.2,40402,5492,14652,664,31018,1781,48.1,2.5,23451,1644,40.3,2.3,20953,1603,7.9,1.7,50399,6905,51.9,2.5,39979,4345,42.8,2.8,36636,2940,9.1,1.9,61278,6677,25.7,(X),(X),(X),26.4,(X),(X),(X),22.3,(X),(X),(X)
310M100US30140,30140,"Lebanon, PA Metro Area",52144,456,54259,1005,92.1,0.6,55720,1453,1.6,0.3,41848,21737,0.1,0.1,95000,38196,0.8,0.1,81324,10532,0.0,0.1,-,**,4.7,0.5,29917,5496,0.8,0.2,58869,16414,7.5,0.5,31358,2648,89.9,0.5,56526,1413,3.9,0.5,34641,4213,30.5,0.7,61824,1731,38.7,0.7,66852,1865,26.9,0.5,35549,1866,36338,668,64384,1293,42.1,1.1,63484,2254,57.9,1.1,65081,2111,79.4,1.2,73006,1676,14.0,1.0,30515,3630,6.6,0.8,46897,3995,15806,662,29644,2243,57.8,2.4,24928,1320,51.4,2.3,23448,1141,6.3,1.4,62650,9966,42.2,2.4,38245,2618,32.3,2.4,31258,3709,9.9,1.5,65402,7908,36.6,(X),(X),(X),35.5,(X),(X),(X),38.5,(X),(X),(X)
310M100US30300,30300,"Lewiston, ID-WA Metro Area",25156,325,44226,1790,94.3,0.6,45065,1730,0.1,0.1,5750,16166,2.5,0.4,41214,8066,0.7,0.3,39783,36316,0.3,0.2,12045,17271,0.5,0.2,15417,46553,1.6,0.3,32411,6670,1.7,0.3,22969,8548,93.4,0.6,45473,1647,5.4,0.7,29605,8326,27.8,1.0,50862,3911,38.3,1.0,57764,2833,28.5,0.9,30652,1937,15940,390,57132,2006,36.6,1.5,54500,5180,63.4,1.5,58679,3029,76.4,1.9,65409,2028,16.5,1.5,27252,3145,7.1,1.3,32349,6785,9216,369,25885,1315,52.1,2.7,20574,1691,46.2,2.9,19300,1170,5.9,1.5,33643,8112,47.9,2.7,32679,3342,37.2,2.5,28300,3223,10.8,2.2,52051,10302,21.7,(X),(X),(X),22.6,(X),(X),(X),19.5,(X),(X),(X)
310M100US30340,30340,"Lewiston-Auburn, ME Metro Area",44154,559,44826,1624,95.7,0.4,45531,2004,0.8,0.2,20060,5412,0.1,0.1,37625,16485,0.5,0.2,33068,26724,0.0,0.1,-,**,0.2,0.2,47742,66143,2.7,0.3,36193,5196,1.0,0.2,22484,20501,95.1,0.4,45711,2032,3.7,0.5,21397,3316,33.2,0.9,49914,3145,41.2,0.8,56624,2562,22.0,0.7,28120,1516,28018,710,57084,1871,43.8,1.5,50810,2907,56.2,1.5,61756,2058,74.0,2.0,68412,2538,18.2,1.7,25391,2290,7.8,1.2,41146,2443,16136,677,26017,1761,54.1,2.7,22370,1631,44.8,2.8,20000,1528,9.3,1.6,50375,6376,45.9,2.7,31632,4210,33.7,2.5,24366,2677,12.2,1.6,56273,5459,17.9,(X),(X),(X),17.3,(X),(X),(X),17.0,(X),(X),(X)
310M100US30460,30460,"Lexington-Fayette, KY Metro Area",190794,1314,49497,725,84.0,0.3,53253,830,11.1,0.3,28639,1423,0.2,0.1,32045,30332,2.0,0.1,71667,7750,0.0,0.1,19430,83974,1.5,0.2,32779,3838,1.1,0.2,31581,8543,3.6,0.2,31261,3123,82.1,0.3,54018,829,7.4,0.4,19780,1655,37.8,0.4,54142,1499,37.0,0.4,62316,1748,17.8,0.3,37174,1185,120034,1561,65469,1219,46.9,0.7,61683,1897,53.1,0.7,68510,1256,73.1,0.9,80480,1124,19.9,0.8,27114,1235,7.0,0.5,39066,2824,70760,1608,29354,957,54.3,1.1,26472,855,44.8,1.2,24673,1056,9.5,0.8,40287,2579,45.7,1.1,32739,1366,34.9,1.1,29794,1782,10.8,1.0,44841,4792,21.4,(X),(X),(X),20.7,(X),(X),(X),21.6,(X),(X),(X)
310M100US30620,30620,"Lima, OH Metro Area",40622,452,43194,1583,85.4,0.7,46330,1567,11.9,0.7,22945,2637,0.2,0.1,9063,20910,0.6,0.1,54048,16222,0.0,0.1,-,**,0.7,0.3,31563,63516,1.2,0.3,29602,10117,1.5,0.3,36397,29268,84.6,0.7,46291,1572,5.3,0.7,20036,6584,30.5,1.0,50980,3307,40.1,0.9,54597,2406,24.1,0.6,32493,1417,27393,517,55220,2014,44.2,1.4,49668,2834,55.8,1.4,57853,2275,71.0,1.6,66506,1889,22.0,1.5,22573,2016,7.0,0.9,44491,6752,13229,547,23033,1597,53.5,2.2,20957,1227,48.3,2.2,20154,1161,5.2,1.2,31630,4434,46.5,2.2,28194,3648,38.6,2.3,29052,3891,7.9,1.6,25066,9897,27.4,(X),(X),(X),25.7,(X),(X),(X),28.8,(X),(X),(X)
310M100US30700,30700,"Lincoln, NE Metro Area",119993,867,52320,841,92.1,0.4,53998,833,2.8,0.2,27000,3275,0.6,0.1,20822,9043,2.7,0.2,46731,7333,0.1,0.1,46389,39292,0.6,0.1,44323,13066,1.1,0.2,29124,5998,4.1,0.2,33159,3468,89.1,0.4,54747,893,10.0,0.6,23947,1597,36.2,0.5,55895,2055,35.6,0.5,67523,1869,18.2,0.4,39815,1297,74410,910,69250,1283,47.1,1.0,66599,1894,52.9,1.0,70950,1523,78.5,0.9,80324,1328,15.3,0.8,29467,2091,6.2,0.6,40823,2265,45583,848,30001,851,51.0,1.3,26626,1175,40.7,1.3,24114,1526,10.3,1.0,35207,3548,49.0,1.3,33318,1502,35.7,1.3,30576,1392,13.2,1.1,43065,3452,18.6,(X),(X),(X),17.5,(X),(X),(X),19.3,(X),(X),(X)
310M100US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",274808,1378,48377,684,74.7,0.3,54525,815,21.7,0.3,30765,921,0.4,0.1,47841,12924,1.3,0.1,53981,9142,0.0,0.1,75750,13487,0.7,0.1,39900,11732,1.3,0.2,32153,4990,3.2,0.2,35697,3116,72.3,0.3,55335,868,6.0,0.3,23555,1159,36.5,0.4,51080,990,38.0,0.4,58388,1288,19.5,0.3,37305,959,181276,1932,60622,842,43.3,0.6,54733,1844,56.7,0.6,63820,1175,71.8,0.8,74160,1127,21.6,0.7,28456,1072,6.6,0.5,40921,1799,93532,1834,29234,1056,54.0,1.0,25572,827,47.0,1.1,23775,1089,7.0,0.6,42958,4416,46.0,1.0,34562,1758,37.3,1.1,31032,1211,8.7,0.7,50803,3491,28.5,(X),(X),(X),29.0,(X),(X),(X),26.2,(X),(X),(X)
310M100US30860,30860,"Logan, UT-ID Metro Area",39332,398,48936,1256,94.4,0.7,49679,1308,0.5,0.2,22027,31733,0.7,0.2,40568,14505,1.4,0.3,33864,17899,0.2,0.1,78542,77802,1.8,0.5,41841,6646,0.9,0.3,38125,17242,7.1,0.6,37244,4870,89.8,0.7,50456,1260,12.5,0.9,26379,3608,40.7,0.9,49340,1812,30.3,0.7,68130,1896,16.5,0.5,40651,4224,29655,499,56583,1422,53.7,1.4,55914,1670,46.3,1.4,57723,2393,86.5,1.1,60912,1217,10.1,1.0,29900,2039,3.4,0.6,36558,4910,9677,421,27867,2345,51.3,2.8,24695,1614,36.2,2.9,24202,1894,15.1,2.2,26424,6122,48.7,2.8,34084,3402,33.6,3.0,29986,4909,15.1,2.4,45125,5900,22.3,(X),(X),(X),20.5,(X),(X),(X),25.2,(X),(X),(X)
310M100US30980,30980,"Longview, TX Metro Area",77786,723,45565,1207,78.6,0.6,49698,1339,17.3,0.5,30672,2147,0.7,0.2,24464,42821,0.7,0.1,70452,24101,0.0,0.1,-,**,2.0,0.3,43558,6104,0.8,0.2,30117,8164,8.4,0.5,40077,5313,72.3,0.6,51216,1656,4.2,0.4,27538,3616,32.5,0.7,50536,3256,39.2,0.8,55176,2183,24.2,0.5,31056,1316,54294,949,56440,1325,43.9,1.1,53070,2247,56.1,1.1,58357,2213,73.3,1.3,68051,1709,19.5,1.1,27503,1673,7.2,0.8,40923,6189,23492,879,25146,1568,53.9,2.0,21360,2057,48.5,2.1,19617,1432,5.4,0.9,41958,12978,46.1,2.0,29363,3177,39.2,2.3,26122,1815,6.9,1.3,49458,3218,25.0,(X),(X),(X),24.5,(X),(X),(X),24.9,(X),(X),(X)
310M100US31020,31020,"Longview, WA Metro Area",39683,517,46568,1440,93.1,0.7,47717,1525,0.4,0.1,31189,3338,1.1,0.3,38886,9940,0.9,0.2,38929,9148,0.2,0.1,19861,20120,1.0,0.3,28672,18934,3.4,0.6,36974,13807,3.8,0.5,26852,4779,90.7,0.7,48225,1505,4.5,0.7,19834,4930,29.3,1.0,51466,2805,40.5,0.8,56273,3845,25.7,0.6,36374,1421,26571,623,55753,1850,41.4,1.4,50117,2858,58.6,1.4,60330,2447,74.8,1.8,65232,2751,17.2,1.5,21442,2170,8.0,1.2,46507,5677,13112,564,26433,1620,54.4,2.6,23661,2176,46.6,2.5,21774,1862,7.9,1.5,34938,7283,45.6,2.6,31950,3571,32.9,2.8,27960,5431,12.6,2.0,53958,12547,18.8,(X),(X),(X),18.4,(X),(X),(X),18.0,(X),(X),(X)
310M100US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4208777,7220,60583,229,60.1,0.1,66560,334,8.2,0.1,43624,672,0.5,0.1,50855,3462,14.6,0.1,68882,723,0.2,0.1,62686,4441,13.8,0.1,44508,379,2.5,0.1,60944,1386,33.0,0.1,47535,279,42.3,0.1,76932,368,3.3,0.1,31393,621,37.8,0.1,62688,364,39.6,0.1,72432,395,19.2,0.1,41545,430,2871123,8195,67640,334,48.3,0.2,60842,454,51.7,0.2,73887,429,69.1,0.2,83493,444,21.4,0.2,38379,392,9.5,0.1,49182,786,1337654,5611,42177,361,52.6,0.3,36365,403,43.0,0.3,31057,363,9.6,0.2,67027,1300,47.4,0.3,49583,696,34.9,0.3,41695,573,12.6,0.2,74240,1590,30.5,(X),(X),(X),31.7,(X),(X),(X),25.1,(X),(X),(X)
310M100US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",506076,2026,49435,486,83.1,0.2,53231,495,13.7,0.2,29727,954,0.2,0.1,40254,8152,1.2,0.1,64953,6354,0.1,0.1,84648,13740,0.7,0.1,36218,9962,1.1,0.1,41231,5166,2.6,0.1,37820,3743,81.4,0.2,53614,499,3.9,0.2,23887,1826,34.7,0.3,54152,845,40.5,0.3,59063,1021,20.9,0.2,34756,603,333784,1996,62178,606,44.2,0.5,60158,1063,55.8,0.5,63305,855,72.3,0.4,75245,674,20.9,0.4,28698,817,6.8,0.3,42543,1538,172292,2231,29253,568,53.6,0.7,26115,570,46.9,0.7,23988,596,6.7,0.4,50544,2233,46.4,0.7,33241,1113,37.6,0.7,29569,1009,8.7,0.5,53779,2235,24.5,(X),(X),(X),24.4,(X),(X),(X),23.1,(X),(X),(X)
310M100US31180,31180,"Lubbock, TX Metro Area",106986,869,43800,878,83.4,0.7,46654,1116,6.5,0.3,28860,1809,0.5,0.2,24189,19882,1.8,0.2,46750,13129,0.1,0.1,51667,77394,6.2,0.6,32342,3099,1.6,0.2,30352,8330,25.7,0.6,34228,1398,65.0,0.6,50721,1013,13.0,0.6,18490,1533,34.6,0.7,48937,2357,33.4,0.6,56161,1780,19.0,0.4,38629,1791,67673,1158,56060,1480,46.5,1.0,51398,2431,53.5,1.0,60174,2074,70.3,1.3,70647,1562,22.4,1.2,27489,1932,7.3,0.7,38349,3322,39313,1104,25302,1044,52.5,1.3,23821,1555,41.7,1.4,21486,1175,10.8,1.1,34004,3069,47.5,1.3,26993,1584,34.0,1.4,26068,1208,13.5,1.2,30299,5722,27.9,(X),(X),(X),28.3,(X),(X),(X),25.7,(X),(X),(X)
310M100US31340,31340,"Lynchburg, VA Metro Area",98372,1054,45953,1184,80.3,0.5,50649,1191,17.3,0.5,28967,2005,0.4,0.1,32108,5100,1.0,0.1,51172,18718,0.0,0.1,93750,94352,0.3,0.1,26336,7209,0.7,0.2,41311,5495,1.1,0.2,37421,8448,79.4,0.5,50756,1169,4.8,0.4,23320,3390,29.6,0.6,51959,1975,40.3,0.6,56340,2223,25.3,0.5,34054,1591,65163,1011,58750,1697,40.0,0.9,56935,2643,60.0,0.9,60097,2330,75.6,1.3,69365,1240,18.5,1.2,27194,2290,5.8,0.7,36353,6100,33209,1004,25921,1024,54.8,1.6,22402,1293,47.0,1.8,21182,944,7.9,1.0,36070,5221,45.2,1.6,30160,2644,36.0,1.8,28023,2661,9.2,1.3,40123,5126,25.5,(X),(X),(X),25.7,(X),(X),(X),23.9,(X),(X),(X)
310M100US31420,31420,"Macon, GA Metro Area",84952,980,40241,1026,56.3,0.5,52923,1430,40.7,0.5,26621,1258,0.3,0.1,38173,35674,1.1,0.1,54000,23430,0.1,0.1,34120,3823,0.6,0.3,27292,14447,1.0,0.3,48542,18010,1.8,0.2,33719,12274,55.1,0.5,53262,1418,3.8,0.4,20295,3518,32.7,0.6,42295,3032,41.0,0.6,48503,2067,22.5,0.5,31676,1869,57407,1141,51684,1348,41.0,1.2,47588,3386,59.0,1.2,54186,2350,65.6,1.3,67811,1776,27.8,1.2,23005,1599,6.7,0.7,43845,9253,27545,988,23364,1212,55.6,1.9,20315,1012,50.7,2.0,19226,1101,5.0,0.8,39741,7413,44.4,1.9,28508,2125,35.4,1.7,25554,2449,9.0,1.3,46658,5513,33.1,(X),(X),(X),33.5,(X),(X),(X),31.4,(X),(X),(X)
310M100US31460,31460,"Madera-Chowchilla, CA Metro Area",42063,655,47937,1911,84.6,1.2,48784,2201,3.0,0.6,42807,8901,1.8,0.5,33359,10559,2.2,0.4,42168,14970,0.2,0.2,63891,524,6.2,0.8,43878,5679,2.1,0.5,64688,14200,39.5,1.0,41673,1970,52.9,1.0,54746,2372,4.1,0.6,38125,5807,33.9,1.2,45405,3345,39.7,1.1,55952,3256,22.3,0.9,39899,2891,32472,730,51463,1529,47.4,1.3,43919,1960,52.6,1.3,56323,2356,74.2,1.7,58356,2277,18.4,1.5,28495,4545,7.5,1.0,40625,3724,9591,655,27689,3103,48.4,3.0,26196,2691,41.0,3.3,23453,3942,7.4,1.9,51615,11637,51.6,3.0,30260,4613,42.0,3.1,24548,4086,9.6,2.0,47057,6271,36.5,(X),(X),(X),35.3,(X),(X),(X),36.1,(X),(X),(X)
310M100US31540,31540,"Madison, WI Metro Area",236610,1074,61006,671,90.2,0.3,63747,726,3.8,0.2,27849,3016,0.3,0.1,38636,13701,3.5,0.2,46684,6739,0.0,0.1,52344,157333,0.8,0.1,42425,6484,1.3,0.2,38608,5663,3.6,0.2,39761,2857,87.7,0.3,64642,727,8.1,0.3,22888,1692,37.8,0.3,64657,1101,36.9,0.3,76298,1255,17.2,0.2,45265,1414,140756,1368,80576,1088,46.5,0.6,78743,1556,53.5,0.6,82126,1396,79.6,0.7,90567,1045,14.1,0.5,35674,2109,6.3,0.4,45148,3829,95854,1291,36800,750,53.7,0.7,33220,976,41.8,0.9,30455,981,11.9,0.6,47581,3351,46.3,0.7,41743,1074,33.6,0.9,35681,1385,12.7,0.7,59809,3613,19.7,(X),(X),(X),18.6,(X),(X),(X),20.1,(X),(X),(X)
310M100US31700,31700,"Manchester-Nashua, NH Metro Area",153747,897,70472,1234,93.3,0.3,71015,1207,1.8,0.2,44084,5034,0.1,0.1,53571,48264,2.7,0.2,95046,9916,0.0,0.1,62000,88737,1.0,0.2,34000,13888,1.1,0.2,53542,13335,3.9,0.2,39898,4984,90.5,0.3,72076,1171,2.7,0.3,40696,4236,34.8,0.4,75873,1699,43.7,0.4,87283,1749,18.8,0.3,38654,1503,104156,1079,85028,1400,46.5,0.8,85710,2596,53.5,0.8,84492,1919,78.2,0.8,97718,1323,15.4,0.7,39818,2538,6.4,0.5,52008,3693,49591,1273,41373,1004,51.5,1.2,33701,1699,40.5,1.3,27328,1295,10.9,1.0,66553,8134,48.5,1.2,50547,2715,36.1,1.3,41773,1718,12.5,1.1,81700,3352,24.3,(X),(X),(X),24.3,(X),(X),(X),22.3,(X),(X),(X)
310M100US31740,31740,"Manhattan, KS Metro Area",45799,643,46858,1145,85.0,0.8,48055,1400,8.2,0.6,46044,1450,0.7,0.2,31714,80372,3.2,0.4,38674,9199,0.2,0.2,15208,21217,0.6,0.2,30380,9978,2.2,0.4,37991,11320,5.6,0.5,37465,4151,80.7,0.9,48565,1503,18.2,1.1,21575,3346,39.1,0.9,50481,1886,28.3,0.8,68360,3618,14.4,0.6,40513,2995,27758,743,62600,1719,50.0,1.6,55285,2801,50.0,1.6,69605,3196,81.0,1.4,70649,1757,14.6,1.4,31097,2609,4.4,0.8,39957,7050,18041,716,28090,1514,49.6,2.1,24242,2586,35.7,2.3,21463,2433,13.9,1.7,28811,3281,50.4,2.1,34036,2766,31.9,2.0,33116,3201,18.5,1.8,35863,5713,18.7,(X),(X),(X),19.5,(X),(X),(X),17.0,(X),(X),(X)
310M100US31860,31860,"Mankato-North Mankato, MN Metro Area",36422,508,52883,1221,95.4,0.5,53841,1213,1.7,0.3,16167,5333,0.2,0.1,46042,8912,1.3,0.2,36042,13142,0.0,0.1,-,**,0.6,0.3,30536,49380,0.8,0.3,50714,54771,1.9,0.3,42670,8524,94.2,0.5,54013,1217,11.8,0.9,23996,2472,33.4,0.8,60113,2593,34.5,0.7,68351,1712,20.4,0.5,35995,1746,22214,464,68232,1622,45.6,1.3,64810,2831,54.4,1.3,70085,2181,81.2,1.5,76489,2099,12.6,1.3,27653,4187,6.2,1.0,44747,4621,14208,559,30710,1372,53.7,1.7,25944,1835,38.7,1.9,23582,2296,15.0,1.8,30771,4692,46.3,1.7,37339,2511,30.0,1.6,33496,3062,16.3,1.6,47888,7194,23.3,(X),(X),(X),20.4,(X),(X),(X),26.6,(X),(X),(X)
